"CODE","NAME","PARENT","TYPE_PARAM","STATUS","IMAGE","PARAM_ORDER","GROUP_TYPE","LEVEL_NODE","SUB_CODE","MODIFIED_DATE","START_TIME","END_TIME","ID","DEPT_ID","PARENT_DEPT_ID","DEPT_ORDER","STANDARD_NAME","PARAM_ORDER_SMS"
P210003,H.Đoan Hùng,P210,DTLV,1,,2,DTLV,,,,,,101398,984,310,,H.Đoan Hùng,
P210004,H.Hạ Hòa,P210,DTLV,1,,3,DTLV,,,,,,101399,985,310,,H.Hạ Hòa,
P210007,H.Lâm Thao,P210,DTLV,1,,4,DTLV,,,,,,101400,988,310,,H.Lâm Thao,
P210006,H.Phù Ninh,P210,DTLV,1,,5,DTLV,,,,,,101401,987,310,,H.Phù Ninh,
P210010,H.Tam Nông,P210,DTLV,1,,6,DTLV,,,,,,101402,991,310,,H.Tam Nông,
P210013,H.Tân Sơn,P210,DTLV,1,,7,DTLV,,,,,,101403,433,310,,H.Tân Sơn,
P210005,H.Thanh Ba,P210,DTLV,1,,8,DTLV,,,,,,101404,986,310,,H.Thanh Ba,
P210012,H.Thanh Sơn,P210,DTLV,1,,9,DTLV,,,,,,101405,993,310,,H.Thanh Sơn,
P210011,H.Thanh Thủy,P210,DTLV,1,,10,DTLV,,,,,,101406,992,310,,H.Thanh Thủy,
P210009,H.Yên Lập,P210,DTLV,1,,11,DTLV,,,,,,101407,990,310,,H.Yên Lập,
P210002,TX.Phú Thọ,P210,DTLV,1,,12,DTLV,,,,,,101408,983,310,,TX.Phú Thọ,
P057001,TP.Tuy Hòa,P057,DTLV,1,,0,DTLV,,,,,,101409,546,329,,TP.Tuy Hòa,
P057002,H.Đồng Xuân,P057,DTLV,1,,1,DTLV,,,,,,101410,547,329,,H.Đồng Xuân,
P057008,H.Phú Hòa,P057,DTLV,1,,2,DTLV,,,,,,101411,1054,329,,H.Phú Hòa,
P057005,H.Sơn Hòa,P057,DTLV,1,,3,DTLV,,,,,,101412,550,329,,H.Sơn Hòa,
P057007,H.Sông Hinh,P057,DTLV,1,,4,DTLV,,,,,,101413,552,329,,H.Sông Hinh,
P057009,H.Tây Hòa,P057,DTLV,1,,5,DTLV,,,,,,101414,395,329,,H.Tây Hòa,
P057004,H.Tuy An,P057,DTLV,1,,6,DTLV,,,,,,101415,549,329,,H.Tuy An,
P057010,TX.Đông Hòa,P057,DTLV,1,,7,DTLV,,,,,,101416,415,329,,TX.Đông Hòa,
P057003,TX.Sông Cầu,P057,DTLV,1,,8,DTLV,,,,,,101417,548,329,,TX.Sông Cầu,
Q052001,TP.Đồng Hới,Q052,DTLV,1,,0,DTLV,,,,,,101418,526,312,,TP.Đồng Hới,
Q052005,H.Bố Trạch,Q052,DTLV,1,,1,DTLV,,,,,,101419,530,312,,H.Bố Trạch,
Q052007,H.Lệ Thủy,Q052,DTLV,1,,2,DTLV,,,,,,101420,532,312,,H.Lệ Thủy,
Q052003,H.Minh Hóa,Q052,DTLV,1,,3,DTLV,,,,,,101421,528,312,,H.Minh Hóa,
Q052006,H.Quảng Ninh,Q052,DTLV,1,,4,DTLV,,,,,,101422,531,312,,H.Quảng Ninh,
Q052004,H.Quảng Trạch,Q052,DTLV,1,,5,DTLV,,,,,,101423,529,312,,H.Quảng Trạch,
Q052002,H.Tuyên Hóa,Q052,DTLV,1,,6,DTLV,,,,,,101424,527,312,,H.Tuyên Hóa,
Q052008,TX.Ba Đồn,Q052,DTLV,1,,7,DTLV,,,,,,101425,15741,312,,TX.Ba Đồn,
Q033002,TP.Cẩm Phả,Q033,DTLV,1,,0,DTLV,,,,,,101426,1009,311,,TP.Cẩm Phả,
Q033001,TP.Hạ Long,Q033,DTLV,1,,1,DTLV,,,,,,101427,1008,311,,TP.Hạ Long,
Q033004,TP.Móng Cái,Q033,DTLV,1,,2,DTLV,,,,,,101428,1011,311,,TP.Móng Cái,
Q033003,TP.Uông Bí,Q033,DTLV,1,,3,DTLV,,,,,,101429,1010,311,,TP.Uông Bí,
Q033009,H.Ba Chẽ,Q033,DTLV,1,,4,DTLV,,,,,,101430,1016,311,,H.Ba Chẽ,
Q033005,H.Bình Liêu,Q033,DTLV,1,,5,DTLV,,,,,,101431,1012,311,,H.Bình Liêu,
Q033013,H.Cô Tô,Q033,DTLV,1,,6,DTLV,,,,,,101432,1020,311,,H.Cô Tô,
Q033007,H.Đầm Hà,Q033,DTLV,1,,7,DTLV,,,,,,101433,1014,311,,H.Đầm Hà,
Q033006,H.Hải Hà,Q033,DTLV,1,,8,DTLV,,,,,,101434,1013,311,,H.Hải Hà,
Q033011,H.Hoành Bồ,Q033,DTLV,1,,9,DTLV,,,,,,101435,1018,311,,H.Hoành Bồ,
Q033008,H.Tiên Yên,Q033,DTLV,1,,10,DTLV,,,,,,101436,1015,311,,H.Tiên Yên,
Q033010,H.Vân Đồn,Q033,DTLV,1,,11,DTLV,,,,,,101437,1017,311,,H.Vân Đồn,
Q033012,TX.Đông Triều,Q033,DTLV,1,,12,DTLV,,,,,,101438,1019,311,,TX.Đông Triều,
Q033014,TX.Quảng Yên,Q033,DTLV,1,,13,DTLV,,,,,,101439,1021,311,,TX.Quảng Yên,
Q055001,TP.Quảng Ngãi,Q055,DTLV,1,,0,DTLV,,,,,,101440,553,318,,TP.Quảng Ngãi,
Q055013,H.Ba Tơ,Q055,DTLV,1,,1,DTLV,,,,,,101441,565,318,,H.Ba Tơ,
Q055003,H.Bình Sơn,Q055,DTLV,1,,2,DTLV,,,,,,101442,555,318,,H.Bình Sơn,
Q055002,H.Lý Sơn,Q055,DTLV,1,,3,DTLV,,,,,,101443,554,318,,H.Lý Sơn,
Q055010,H.Minh Long,Q055,DTLV,1,,4,DTLV,,,,,,101444,562,318,,H.Minh Long,
Q055005,H.Sơn Tịnh,Q055,DTLV,1,,5,DTLV,,,,,,101445,557,318,,H.Sơn Tịnh,
Q055011,H.Mộ Đức,Q055,DTLV,1,,6,DTLV,,,,,,101446,563,318,,H.Mộ Đức,
Q055009,H.Nghĩa Hành,Q055,DTLV,1,,7,DTLV,,,,,,101447,561,318,,H.Nghĩa Hành,
Q055007,H.Sơn Hà,Q055,DTLV,1,,8,DTLV,,,,,,101448,559,318,,H.Sơn Hà,
Q055006,H.Sơn Tây,Q055,DTLV,1,,9,DTLV,,,,,,101449,558,318,,H.Sơn Tây,
Q055004,H.Trà Bồng,Q055,DTLV,1,,10,DTLV,,,,,,101450,556,318,,H.Trà Bồng,
Q055008,H.Tư Nghĩa,Q055,DTLV,1,,11,DTLV,,,,,,101451,560,318,,H.Tư Nghĩa,
Q055012,TX.Đức Phổ,Q055,DTLV,1,,12,DTLV,,,,,,101452,564,318,,TX.Đức Phổ,
Q510002,TP.Hội An,Q510,DTLV,1,,0,DTLV,,,,,,101453,534,319,,TP.Hội An,
Q510001,TP.Tam Kỳ,Q510,DTLV,1,,1,DTLV,,,,,,101454,533,319,,TP.Tam Kỳ,
Q510018,H.Bắc Trà My,Q510,DTLV,1,,2,DTLV,,,,,,101455,445,319,,H.Bắc Trà My,
Q510004,H.Đại Lộc,Q510,DTLV,1,,3,DTLV,,,,,,101456,536,319,,H.Đại Lộc,
Q510016,H.Đông Giang,Q510,DTLV,1,,4,DTLV,,,,,,101457,436,319,,H.Đông Giang,
Q510006,H.Duy Xuyên,Q510,DTLV,1,,5,DTLV,,,,,,101458,538,319,,H.Duy Xuyên,
Q510010,H.Hiệp Đức,Q510,DTLV,1,,6,DTLV,,,,,,101459,542,319,,H.Hiệp Đức,
Q510007,H.Nam Giang,Q510,DTLV,1,,7,DTLV,,,,,,101460,539,319,,H.Nam Giang,
Q510013,H.Nam Trà My,Q510,DTLV,1,,8,DTLV,,,,,,101461,545,319,,H.Nam Trà My,
Q510019,H.Nông Sơn,Q510,DTLV,1,,9,DTLV,,,,,,101462,414,319,,H.Nông Sơn,
Q510012,H.Núi Thành,Q510,DTLV,1,,10,DTLV,,,,,,101463,544,319,,H.Núi Thành,
Q510015,H.Phú Ninh,Q510,DTLV,1,,11,DTLV,,,,,,101464,1091,319,,H.Phú Ninh,
Q510014,H.Phước Sơn,Q510,DTLV,1,,12,DTLV,,,,,,101465,1090,319,,H.Phước Sơn,
Q510009,H.Quế Sơn,Q510,DTLV,1,,13,DTLV,,,,,,101466,541,319,,H.Quế Sơn,
Q510017,H.Tây Giang,Q510,DTLV,1,,14,DTLV,,,,,,101467,428,319,,H.Tây Giang,
Q510008,H.Thăng Bình,Q510,DTLV,1,,15,DTLV,,,,,,101468,540,319,,H.Thăng Bình,
Q510011,H.Tiên Phước,Q510,DTLV,1,,16,DTLV,,,,,,101469,543,319,,H.Tiên Phước,
Q510005,TX.Điện Bàn,Q510,DTLV,1,,17,DTLV,,,,,,101470,537,319,,TX.Điện Bàn,
Q053001,TP.Đông Hà,Q053,DTLV,1,,0,DTLV,,,,,,101471,492,316,,TP.Đông Hà,
Q053005,H.Cam Lộ,Q053,DTLV,1,,1,DTLV,,,,,,101472,496,316,,H.Cam Lộ,
Q053009,H.Đa Krông,Q053,DTLV,1,,2,DTLV,,,,,,101473,500,316,,H.Đa Krông,
Q053010,H.Đảo Cồn Cỏ,Q053,DTLV,1,,3,DTLV,,,,,,101474,401,316,,H.Đảo Cồn Cỏ,
Q053004,H.Gio Linh,Q053,DTLV,1,,4,DTLV,,,,,,101475,495,316,,H.Gio Linh,
Q053007,H.Hải Lăng,Q053,DTLV,1,,5,DTLV,,,,,,101476,498,316,,H.Hải Lăng,
Q053008,H.Hướng Hóa,Q053,DTLV,1,,6,DTLV,,,,,,101477,499,316,,H.Hướng Hóa,
Q053006,H.Triệu Phong,Q053,DTLV,1,,7,DTLV,,,,,,101478,497,316,,H.Triệu Phong,
Q053003,H.Vĩnh Linh,Q053,DTLV,1,,8,DTLV,,,,,,101479,494,316,,H.Vĩnh Linh,
Q053002,TX.Quảng Trị,Q053,DTLV,1,,9,DTLV,,,,,,101480,493,316,,TX.Quảng Trị,
S022001,TP.Sơn La,S022,DTLV,1,,0,DTLV,,,,,,101481,453,285,,TP.Sơn La,
S022005,H.Bắc Yên,S022,DTLV,1,,1,DTLV,,,,,,101482,457,285,,H.Bắc Yên,
S022007,H.Mai Sơn,S022,DTLV,1,,2,DTLV,,,,,,101483,459,285,,H.Mai Sơn,
S022010,H.Mộc Châu,S022,DTLV,1,,3,DTLV,,,,,,101484,462,285,,H.Mộc Châu,
S022003,H.Mường La,S022,DTLV,1,,4,DTLV,,,,,,101485,455,285,,H.Mường La,
S022006,H.Phù Yên,S022,DTLV,1,,5,DTLV,,,,,,101486,458,285,,H.Phù Yên,
S022002,H.Quỳnh Nhai,S022,DTLV,1,,6,DTLV,,,,,,101487,454,285,,H.Quỳnh Nhai,
S022008,H.Sông Mã,S022,DTLV,1,,7,DTLV,,,,,,101488,460,285,,H.Sông Mã,
S022011,H.Sốp Cộp,S022,DTLV,1,,8,DTLV,,,,,,101489,1053,285,,H.Sốp Cộp,
S022004,H.Thuận Châu,S022,DTLV,1,,9,DTLV,,,,,,101490,456,285,,H.Thuận Châu,
S022012,H.Vân Hồ,S022,DTLV,1,,10,DTLV,,,,,,101491,304761,285,,H.Vân Hồ,
S022009,H.Yên Châu,S022,DTLV,1,,11,DTLV,,,,,,101492,461,285,,H.Yên Châu,
S079001,TP.Sóc Trăng,S079,DTLV,1,,0,DTLV,,,,,,101493,912,374,,TP.Sóc Trăng,
S079010,H.Châu Thành,S079,DTLV,1,,1,DTLV,,,,,,101494,585,374,,H.Châu Thành,
S079009,H.Cù Lao Dung,S079,DTLV,1,,2,DTLV,,,,,,101495,423,374,,H.Cù Lao Dung,
S079002,H.Kế Sách,S079,DTLV,1,,3,DTLV,,,,,,101496,913,374,,H.Kế Sách,
S079003,H.Long Phú,S079,DTLV,1,,4,DTLV,,,,,,101497,914,374,,H.Long Phú,
S079004,H.Mỹ Tú,S079,DTLV,1,,5,DTLV,,,,,,101498,915,374,,H.Mỹ Tú,
S079005,H.Mỹ Xuyên,S079,DTLV,1,,6,DTLV,,,,,,101499,916,374,,H.Mỹ Xuyên,
S079006,H.Thạnh Trị,S079,DTLV,1,,7,DTLV,,,,,,101500,917,374,,H.Thạnh Trị,
S079011,H.Trần Đề,S079,DTLV,1,,8,DTLV,,,,,,101501,13859,374,,H.Trần Đề,
S079008,TX.Ngã Năm,S079,DTLV,1,,9,DTLV,,,,,,101502,1079,374,,TX.Ngã Năm,
S079007,TX.Vĩnh Châu,S079,DTLV,1,,10,DTLV,,,,,,101503,918,374,,TX.Vĩnh Châu,
T036001,TP.Thái Bình,T036,DTLV,1,,0,DTLV,,,,,,101504,747,288,,TP.Thái Bình,
T036005,H.Đông Hưng,T036,DTLV,1,,1,DTLV,,,,,,101505,751,288,,H.Đông Hưng,
T036003,H.Hưng Hà,T036,DTLV,1,,2,DTLV,,,,,,101506,749,288,,H.Hưng Hà,
T036007,H.Kiến Xương,T036,DTLV,1,,3,DTLV,,,,,,101507,753,288,,H.Kiến Xương,
T036002,H.Quỳnh Phụ,T036,DTLV,1,,4,DTLV,,,,,,101508,748,288,,H.Quỳnh Phụ,
T036004,H.Thái Thụy,T036,DTLV,1,,5,DTLV,,,,,,101509,750,288,,H.Thái Thụy,
T036008,H.Tiền Hải,T036,DTLV,1,,6,DTLV,,,,,,101510,754,288,,H.Tiền Hải,
T036006,H.Vũ Thư,T036,DTLV,1,,7,DTLV,,,,,,101511,752,288,,H.Vũ Thư,
T073001,TP.Mỹ Tho,T073,DTLV,1,,0,DTLV,,,,,,101512,855,335,,TP.Mỹ Tho,
T073007,H.Cái Bè,T073,DTLV,1,,1,DTLV,,,,,,101513,861,335,,H.Cái Bè,
T073005,H.Cai Lậy,T073,DTLV,1,,2,DTLV,,,,,,101514,859,335,,H.Cai Lậy,
T073004,H.Châu Thành,T073,DTLV,1,,3,DTLV,,,,,,101515,858,335,,H.Châu Thành,
T073006,H.Chợ Gạo,T073,DTLV,1,,4,DTLV,,,,,,101516,860,335,,H.Chợ Gạo,
T073009,H.Gò Công Đông,T073,DTLV,1,,5,DTLV,,,,,,101517,863,335,,H.Gò Công Đông,
T073008,H.Gò Công Tây,T073,DTLV,1,,6,DTLV,,,,,,101518,862,335,,H.Gò Công Tây,
T073010,H.Tân Phú Đông,T073,DTLV,1,,7,DTLV,,,,,,101519,1088,335,,H.Tân Phú Đông,
T073003,H.Tân Phước,T073,DTLV,1,,8,DTLV,,,,,,101520,857,335,,H.Tân Phước,
T073011,TX.Cai Lậy,T073,DTLV,1,,9,DTLV,,,,,,101521,15681,335,,TX.Cai Lậy,
T073002,TX.Gò Công,T073,DTLV,1,,10,DTLV,,,,,,101522,856,335,,TX.Gò Công,
T037003,TP.Sầm Sơn,T037,DTLV,1,,0,DTLV,,,,,,101523,1035,289,,TP.Sầm Sơn,
T037001,TP.Thanh Hóa,T037,DTLV,1,,1,DTLV,,,,,,101524,1033,289,,TP.Thanh Hóa,
T037007,H.Bá Thước,T037,DTLV,1,,2,DTLV,,,,,,101525,1039,289,,H.Bá Thước,
T037008,H.Cẩm Thủy,T037,DTLV,1,,3,DTLV,,,,,,101526,1040,289,,H.Cẩm Thủy,
T037023,H.Đông Sơn,T037,DTLV,1,,4,DTLV,,,,,,101527,448,289,,H.Đông Sơn,
T037016,H.Hà Trung,T037,DTLV,1,,5,DTLV,,,,,,101528,1048,289,,H.Hà Trung,
T037020,H.Hậu Lộc,T037,DTLV,1,,6,DTLV,,,,,,101529,1052,289,,H.Hậu Lộc,
T037022,H.Hoằng Hóa,T037,DTLV,1,,7,DTLV,,,,,,101530,447,289,,H.Hoằng Hóa,
T037009,H.Lang Chánh,T037,DTLV,1,,8,DTLV,,,,,,101531,1041,289,,H.Lang Chánh,
T037004,H.Mường Lát,T037,DTLV,1,,9,DTLV,,,,,,101532,1036,289,,H.Mường Lát,
T037017,H.Nga Sơn,T037,DTLV,1,,10,DTLV,,,,,,101533,1049,289,,H.Nga Sơn,
T037011,H.Ngọc Lặc,T037,DTLV,1,,11,DTLV,,,,,,101534,1043,289,,H.Ngọc Lặc,
T037014,H.Như Thanh,T037,DTLV,1,,12,DTLV,,,,,,101535,1046,289,,H.Như Thanh,
T037013,H.Như Xuân,T037,DTLV,1,,13,DTLV,,,,,,101536,1045,289,,H.Như Xuân,
T037026,H.Nông Cống,T037,DTLV,1,,14,DTLV,,,,,,101537,451,289,,H.Nông Cống,
T037005,H.Quan Hóa,T037,DTLV,1,,15,DTLV,,,,,,101538,1037,289,,H.Quan Hóa,
T037006,H.Quan Sơn,T037,DTLV,1,,16,DTLV,,,,,,101539,1038,289,,H.Quan Sơn,
T037025,H.Quảng Xương,T037,DTLV,1,,17,DTLV,,,,,,101540,450,289,,H.Quảng Xương,
T037010,H.Thạch Thành,T037,DTLV,1,,18,DTLV,,,,,,101541,1042,289,,H.Thạch Thành,
T037021,H.Thiệu Hóa,T037,DTLV,1,,19,DTLV,,,,,,101542,446,289,,H.Thiệu Hóa,
T037019,H.Thọ Xuân,T037,DTLV,1,,20,DTLV,,,,,,101543,1051,289,,H.Thọ Xuân,
T037012,H.Thường Xuân,T037,DTLV,1,,21,DTLV,,,,,,101544,1044,289,,H.Thường Xuân,
T037024,H.Triệu Sơn,T037,DTLV,1,,22,DTLV,,,,,,101545,449,289,,H.Triệu Sơn,
T037015,H.Vĩnh Lộc,T037,DTLV,1,,23,DTLV,,,,,,101546,1047,289,,H.Vĩnh Lộc,
T037018,H.Yên Định,T037,DTLV,1,,25,DTLV,,,,,,101547,1050,289,,H.Yên Định,
T037002,TX.Bỉm Sơn,T037,DTLV,1,,26,DTLV,,,,,,101548,1034,289,,TX.Bỉm Sơn,
T037028,TX.Nghi Sơn,T037,DTLV,1,,27,DTLV,,,,,,101549,304774,289,,TX.Nghi Sơn,
T066001,TP.Tây Ninh,T066,DTLV,1,,0,DTLV,,,,,,101550,647,334,,TP.Tây Ninh,
T066007,H.Bến Cầu,T066,DTLV,1,,1,DTLV,,,,,,101551,653,334,,H.Bến Cầu,
T066005,H.Châu Thành,T066,DTLV,1,,2,DTLV,,,,,,101552,651,334,,H.Châu Thành,
T066004,H.Dương Minh Châu,T066,DTLV,1,,3,DTLV,,,,,,101553,650,334,,H.Dương Minh Châu,
T066008,H.Gò Dầu,T066,DTLV,1,,4,DTLV,,,,,,101554,654,334,,H.Gò Dầu,
T066002,H.Tân Biên,T066,DTLV,1,,5,DTLV,,,,,,101555,648,334,,H.Tân Biên,
T066003,H.Tân Châu,T066,DTLV,1,,6,DTLV,,,,,,101556,649,334,,H.Tân Châu,
T066006,TX.Hòa Thành,T066,DTLV,1,,7,DTLV,,,,,,101557,652,334,,TX.Hòa Thành,
T066009,TX.Trảng Bàng,T066,DTLV,1,,8,DTLV,,,,,,101558,655,334,,TX.Trảng Bàng,
T280002,TP.Sông Công,T280,DTLV,1,,0,DTLV,,,,,,101559,954,290,,TP.Sông Công,
T280001,TP.Thái Nguyên,T280,DTLV,1,,1,DTLV,,,,,,101560,953,290,,TP.Thái Nguyên,
T280007,H.Đại Từ,T280,DTLV,1,,2,DTLV,,,,,,101561,959,290,,H.Đại Từ,
T280003,H.Định Hóa,T280,DTLV,1,,3,DTLV,,,,,,101562,955,290,,H.Định Hóa,
T280006,H.Đồng Hỷ,T280,DTLV,1,,4,DTLV,,,,,,101563,958,290,,H.Đồng Hỷ,
T280008,H.Phú Bình,T280,DTLV,1,,5,DTLV,,,,,,101564,960,290,,H.Phú Bình,
T280005,H.Phú Lương,T280,DTLV,1,,6,DTLV,,,,,,101565,957,290,,H.Phú Lương,
T280004,H.Võ Nhai,T280,DTLV,1,,7,DTLV,,,,,,101566,956,290,,H.Võ Nhai,
T280009,TX.Phổ Yên,T280,DTLV,1,,8,DTLV,,,,,,101567,961,290,,TX.Phổ Yên,
T027001,TP.Tuyên Quang,T027,DTLV,1,,0,DTLV,,,,,,101568,931,287,,TP.Tuyên Quang,
T027003,H.Chiêm Hóa,T027,DTLV,1,,1,DTLV,,,,,,101569,933,287,,H.Chiêm Hóa,
T027004,H.Hàm Yên,T027,DTLV,1,,2,DTLV,,,,,,101570,934,287,,H.Hàm Yên,
T027007,H.Lâm Bình,T027,DTLV,1,,3,DTLV,,,,,,101571,14121,287,,H.Lâm Bình,
T027002,H.Na Hang,T027,DTLV,1,,4,DTLV,,,,,,101572,932,287,,H.Na Hang,
T027006,H.Sơn Dương,T027,DTLV,1,,5,DTLV,,,,,,101573,936,287,,H.Sơn Dương,
T027005,H.Yên Sơn,T027,DTLV,1,,6,DTLV,,,,,,101574,935,287,,H.Yên Sơn,
T074001,TP.Trà Vinh,T074,DTLV,1,,0,DTLV,,,,,,101575,892,355,,TP.Trà Vinh,
T074002,H.Càng Long,T074,DTLV,1,,1,DTLV,,,,,,101576,893,355,,H.Càng Long,
T074010,H.Cầu Kè,T074,DTLV,1,,2,DTLV,,,,,,101577,432,355,,H.Cầu Kè,
T074006,H.Cầu Ngang,T074,DTLV,1,,3,DTLV,,,,,,101578,896,355,,H.Cầu Ngang,
T074003,H.Châu Thành,T074,DTLV,1,,4,DTLV,,,,,,101579,894,355,,H.Châu Thành,
T074008,H.Duyên Hải,T074,DTLV,1,,5,DTLV,,,,,,101580,898,355,,H.Duyên Hải,
T074005,H.Tiểu Cần,T074,DTLV,1,,6,DTLV,,,,,,101581,895,355,,H.Tiểu Cần,
T074007,H.Trà Cú,T074,DTLV,1,,7,DTLV,,,,,,101582,897,355,,H.Trà Cú,
T074011,TX.Duyên Hải,T074,DTLV,1,,8,DTLV,,,,,,101583,288054,355,,TX.Duyên Hải,
V070001,TP.Vĩnh Long,V070,DTLV,1,,0,DTLV,,,,,,101584,864,379,,TP.Vĩnh Long,
V070008,H.Bình Tân,V070,DTLV,1,,1,DTLV,,,,,,101585,421,379,,H.Bình Tân,
V070002,H.Long Hồ,V070,DTLV,1,,2,DTLV,,,,,,101586,865,379,,H.Long Hồ,
V070003,H.Mang Thít,V070,DTLV,1,,3,DTLV,,,,,,101587,866,379,,H.Mang Thít,
V070005,H.Tam Bình,V070,DTLV,1,,4,DTLV,,,,,,101588,868,379,,H.Tam Bình,
V070006,H.Trà Ôn,V070,DTLV,1,,5,DTLV,,,,,,101589,869,379,,H.Trà Ôn,
V070007,H.Vũng Liêm,V070,DTLV,1,,6,DTLV,,,,,,101590,870,379,,H.Vũng Liêm,
V070004,TX.Bình Minh,V070,DTLV,1,,7,DTLV,,,,,,101591,867,379,,TX.Bình Minh,
V211008,TP.Phúc Yên,V211,DTLV,1,,0,DTLV,,,,,,101592,509,291,,TP.Phúc Yên,
V211001,TP.Vĩnh Yên,V211,DTLV,1,,1,DTLV,,,,,,101593,1002,291,,TP.Vĩnh Yên,
V211004,H.Bình Xuyên,V211,DTLV,1,,2,DTLV,,,,,,101594,1005,291,,H.Bình Xuyên,
V211002,H.Lập Thạch,V211,DTLV,1,,3,DTLV,,,,,,101595,1003,291,,H.Lập Thạch,
V211011,H.Sông Lô,V211,DTLV,1,,4,DTLV,,,,,,101596,14248,291,,H.Sông Lô,
V211009,H.Tam Đảo,V211,DTLV,1,,5,DTLV,,,,,,101597,510,291,,H.Tam Đảo,
V211003,H.Tam Dương,V211,DTLV,1,,6,DTLV,,,,,,101598,1004,291,,H.Tam Dương,
V211005,H.Vĩnh Tường,V211,DTLV,1,,7,DTLV,,,,,,101599,1006,291,,H.Vĩnh Tường,
V211006,H.Yên Lạc,V211,DTLV,1,,8,DTLV,,,,,,101600,1007,291,,H.Yên Lạc,
V064002,TP.Bà Rịa,V064,DTLV,1,,0,DTLV,,,,,,101601,724,378,,TP.Bà Rịa,
V064001,TP.Vũng Tàu,V064,DTLV,1,,1,DTLV,,,,,,101602,723,378,,TP.Vũng Tàu,
V064003,H.Châu Đức,V064,DTLV,1,,2,DTLV,,,,,,101603,725,378,,H.Châu Đức,
V064007,H.Côn Đảo,V064,DTLV,1,,3,DTLV,,,,,,101604,827,378,,H.Côn Đảo,
V064008,H.Đất Đỏ,V064,DTLV,1,,4,DTLV,,,,,,101605,513,378,,H.Đất Đỏ,
V064010,H.Long Điền,V064,DTLV,1,,5,DTLV,,,,,,101606,430,378,,H.Long Điền,
V064004,H.Xuyên Mộc,V064,DTLV,1,,6,DTLV,,,,,,101607,825,378,,H.Xuyên Mộc,
V064005,TX.Phú Mỹ,V064,DTLV,1,,7,DTLV,,,,,,101608,826,378,,TX.Phú Mỹ,
Y029001,TP.Yên Bái,Y029,DTLV,1,,0,DTLV,,,,,,101609,944,314,,TP.Yên Bái,
Y029003,H.Lục Yên,Y029,DTLV,1,,1,DTLV,,,,,,101610,946,314,,H.Lục Yên,
Y029005,H.Mù Cang Chải,Y029,DTLV,1,,2,DTLV,,,,,,101611,948,314,,H.Mù Cang Chải,
Y029009,H.Trạm Tấu,Y029,DTLV,1,,3,DTLV,,,,,,101612,952,314,,H.Trạm Tấu,
Y029006,H.Trấn Yên,Y029,DTLV,1,,4,DTLV,,,,,,101613,949,314,,H.Trấn Yên,
Y029008,H.Văn Chấn,Y029,DTLV,1,,5,DTLV,,,,,,101614,951,314,,H.Văn Chấn,
Y029004,H.Văn Yên,Y029,DTLV,1,,6,DTLV,,,,,,101615,947,314,,H.Văn Yên,
Y029007,H.Yên Bình,Y029,DTLV,1,,7,DTLV,,,,,,101616,950,314,,H.Yên Bình,
Y029002,TX.Nghĩa Lộ,Y029,DTLV,1,,8,DTLV,,,,,,101617,945,314,,TX.Nghĩa Lộ,
